0 0 0 0 0 -0
0.714286 0 0 0 0 -0
1.42857 0 0 0 0 -0
2.14286 0 0 0 0 -0
2.85714 0 0 0 0 -0
3.57143 0 0 0 0 -0
4.28571 0 0 0 0 -0
5 0 0 0 0 -0
5.71429 0 0 0 0 -0
6.42857 0 0 0 0 -0
7.14286 0 0 0 0 -0
7.85714 0 0 0 0 -0
8.57143 0 0 0 0 -0
9.28571 0 0 0 0 -0
10 0 0 0 0 -0
10.7143 0 0 0 0 -0
11.4286 0 0 0 0 -0
12.1429 0 0 0 0 -0
12.8571 0 0 0 0 -0
13.5714 0 0 0 0 -0
14.2857 0 0 0 0 -0
15 0 0 0 0 -0
15.7143 0 0 0 0 -0
16.4286 0 0 0 0 -0
17.1429 0 0 0 0 -0
17.8571 0 0 0 0 -0
18.5714 0 0 0 0 -0
19.2857 0 0 0 0 -0
20 0 0 0 0 -0
20.7143 0 0 0 0 -0
21.4286 0 0 0 0 -0
22.1429 0 0 0 0 -0
22.8571 0 0 0 0 -0
23.5714 0 0 0 0 -0
24.2857 0 0 0 0 -0
25 0 0 0 0 -0
25.7143 0 0 0 0 -0
26.4286 0 0 0 0 -0
27.1429 0 0 0 0 -0
27.8571 0 0 0 0 -0
28.5714 0 0 0 0 -0
29.2857 0 0 0 0 -0
30 0 0 0 0 -0
30.7143 0 0 0 0 -0
31.4286 0 0 0 0 -0
32.1429 0 0 0 0 -0
32.8571 0 0 0 0 -0
33.5714 0 0 0 0 -0
34.2857 0 0 0 0 -0
35 0 0 0 0 -0
35.7143 0 0 0 0 -0
36.4286 0 0 0 0 -0
37.1429 0 0 0 0 -0
37.8571 0 0 0 0 -0
38.5714 0 0 0 0 -0
39.2857 0 0 0 0 -0
40 0 0 0 0 -0
40.7143 0 0 0 0 -0
41.4286 0 0 0 0 -0
42.1429 0 0 0 0 -0
42.8571 0 0 0 0 -0
43.5714 0 0 0 0 -0
44.2857 0 0 0 0 -0
45 0 0 0 0 -0
45.7143 0 0 0 0 -0
46.4286 0 0 0 0 -0
47.1429 0 0 0 0 -0
47.8571 0 0 0 0 -0
48.5714 0 0 0 0 -0
49.2857 0 0 0 0 -0
50 0 0 0 0 -0
50.7143 0 0 0 0 -0
51.4286 0 0 0 0 -0
52.1429 0 0 0 0 -0
52.8571 0 0 0 0 -0
53.5714 0 0 0 0 -0
54.2857 0 0 0 0 -0
55 0 0 0 0 -0
55.7143 0 0 0 0 -0
56.4286 0 0 0 0 -0
57.1429 0 0 0 0 -0
57.8571 0 0 0 0 -0
58.5714 0 0 0 0 -0
59.2857 0 0 0 0 -0
60 0 0 0 0 -0
60.7143 0 0 0 0 -0
61.4286 0 0 0 0 -0
62.1429 0 0 0 0 -0
62.8571 0 0 0 0 -0
63.5714 0 0 0 0 -0
64.2857 0 0 0 0 -0
65 0 0 0 0 -0
65.7143 0 0 0 0 -0
66.4286 0 0 0 0 -0
67.1429 0 0 0 0 -0
67.8571 0 0 0 0 -0
68.5714 0 0 0 0 -0
69.2857 0 0 0 0 -0
70 0 0 0 0 -0
70.7143 0 0 0 0 -0
71.4286 0 0 0 0 -0
72.1429 0 0 0 0 -0
72.8571 0 0 0 0 -0
73.5714 0 0 0 0 -0
74.2857 0 0 0 0 -0
75 0 0 0 0 -0
75.7143 0 0 0 0 -0
76.4286 0 0 0 0 -0
77.1429 0 0 0 0 -0
77.8571 0 0 0 0 -0
78.5714 0 0 0 0 -0
79.2857 0 0 0 0 -0
80 0 0 0 0 -0
80.7143 0 0 0 0 -0
81.4286 0 0 0 0 -0
82.1429 0 0 0 0 -0
82.8571 0 0 0 0 -0
83.5714 0 0 0 0 -0
84.2857 0 0 0 0 -0
85 0 0 0 0 -0
85.7143 0 0 0 0 -0
86.4286 0 0 0 0 -0
87.1429 0 0 0 0 -0
87.8571 0 0 0 0 -0
88.5714 0 0 0 0 -0
89.2857 0 0 0 0 -0
90 0 0 0 0 -0
90.7143 0 0 0 0 -0
91.4286 0 0 0 0 -0
92.1429 0 0 0 0 -0
92.8571 0 0 0 0 -0
93.5714 0 0 0 0 -0
94.2857 0 0 0 0 -0
95 0 0 0 0 -0
95.7143 0 0 0 0 -0
96.4286 0 0 0 0 -0
97.1429 0 0 0 0 -0
97.8571 0 0 0 0 -0
98.5714 0 0 0 0 -0
99.2857 0 0 0 0 -0
100 0 0 0 0 -0
100.714 0 0 0 0 -0
101.429 0 0 0 0 -0
102.143 0 0 0 0 -0
102.857 0 0 0 0 -0
103.571 0 0 0 0 -0
104.286 0 0 0 0 -0
105 0 0 0 0 -0
105.714 0 0 0 0 -0
106.429 0 0 0 0 -0
107.143 0 0 0 0 -0
107.857 0 0 0 0 -0
108.571 0 0 0 0 -0
109.286 0 0 0 0 -0
110 0 0 0 0 -0
110.714 0 0 0 0 -0
111.429 0 0 0 0 -0
112.143 0 0 0 0 -0
112.857 0 0 0 0 -0
113.571 0 0 0 0 -0
114.286 0 0 0 0 -0
115 0 0 0 0 -0
115.714 0 0 0 0 -0
116.429 0 0 0 0 -0
117.143 0 0 0 0 -0
117.857 0 0 0 0 -0
118.571 0 0 0 0 -0
119.286 0 0 0 0 -0
120 0 0 0 0 -0
120.714 0 0 0 0 -0
121.429 0 0 0 0 -0
122.143 0 0 0 0 -0
122.857 0 0 0 0 -0
123.571 0 0 0 0 -0
124.286 0 0 0 0 -0
125 0 0 0 0 -0
125.714 0 0 0 0 -0
126.429 0 0 0 0 -0
127.143 0 0 0 0 -0
127.857 0 0 0 0 -0
128.571 0 0 0 0 -0
129.286 0 0 0 0 -0
130 0 0 0 0 -0
130.714 0 0 0 0 -0
131.429 0 0 0 0 -0
132.143 0 0 0 0 -0
132.857 0 0 0 0 -0
133.571 0 0 0 0 -0
134.286 0 0 0 0 -0
135 0 0 0 0 -0
135.714 0 0 0 0 -0
136.429 0 0 0 0 -0
137.143 0 0 0 0 -0
137.857 0 0 0 0 -0
138.571 0 0 0 0 -0
139.286 0 0 0 0 -0
140 0 0 0 0 -0
140.714 0 0 0 0 -0
141.429 0 0 0 0 -0
142.143 0 0 0 0 -0
142.857 0 0 0 0 -0
143.571 0 0 0 0 -0
144.286 0 0 0 0 -0
145 0 0 0 0 -0
145.714 0 0 0 0 -0
146.429 0 0 0 0 -0
147.143 0 0 0 0 -0
147.857 0 0 0 0 -0
148.571 0 0 0 0 -0
149.286 0 0 0 0 -0
150 0 0 0 0 -0
150.714 0 0 0 0 -0
151.429 0 0 0 0 -0
152.143 0 0 0 0 -0
152.857 0 0 0 0 -0
153.571 0 0 0 0 -0
154.286 0 0 0 0 -0
155 0 0 0 0 -0
155.714 0 0 0 0 -0
156.429 0 0 0 0 -0
157.143 0 0 0 0 -0
157.857 0 0 0 0 -0
158.571 0 0 0 0 -0
159.286 0 0 0 0 -0
160 0 0 0 0 -0
160.714 0 0 0 0 -0
161.429 0 0 0 0 -0
162.143 0 0 0 0 -0
162.857 0 0 0 0 -0
163.571 0 0 0 0 -0
164.286 0 0 0 0 -0
165 0 0 0 0 -0
165.714 0 0 0 0 -0
166.429 0 0 0 0 -0
167.143 0 0 0 0 -0
167.857 0 0 0 0 -0
168.571 0 0 0 0 -0
169.286 0 0 0 0 -0
170 0 0 0 0 -0
170.714 0 0 0 0 -0
171.429 0 0 0 0 -0
172.143 0 0 0 0 -0
172.857 0 0 0 0 -0
173.571 0 0 0 0 -0
174.286 0 0 0 0 -0
175 0 0 0 0 -0
175.714 0 0 0 0 -0
176.429 0 0 0 0 -0
177.143 0 0 0 0 -0
177.857 0 0 0 0 -0
178.571 0 0 0 0 -0
179.286 0 0 0 0 -0
180 0 0 0 0 -0
180.714 0 0 0 0 -0
181.429 0 0 0 0 -0
182.143 0 0 0 0 -0
182.857 0 0 0 0 -0
183.571 0 0 0 0 -0
184.286 0 0 0 0 -0
185 0 0 0 0 -0
185.714 0 0 0 0 -0
186.429 0 0 0 0 -0
187.143 0 0 0 0 -0
187.857 0 0 0 0 -0
188.571 0 0 0 0 -0
189.286 0 0 0 0 -0
190 0 0 0 0 -0
190.714 0 0 0 0 -0
191.429 0 0 0 0 -0
192.143 0 0 0 0 -0
192.857 0 0 0 0 -0
193.571 0 0 0 0 -0
194.286 0 0 0 0 -0
195 0 0 0 0 -0
195.714 0 0 0 0 -0
196.429 0 0 0 0 -0
197.143 0 0 0 0 -0
197.857 0 0 0 0 -0
198.571 0 0 0 0 -0
199.286 0 0 0 0 -0
200 0 0 0 0 -0
200.714 0 0 0 0 -0
201.429 0 0 0 0 -0
202.143 0 0 0 0 -0
202.857 0 0 0 0 -0
203.571 0 0 0 0 -0
204.286 0 0 0 0 -0
205 0 0 0 0 -0
205.714 0 0 0 0 -0
206.429 0 0 0 0 -0
207.143 0 0 0 0 -0
207.857 0 0 0 0 -0
208.571 0 0 0 0 -0
209.286 0 0 0 0 -0
210 0 0 0 0 -0
210.714 0 0 0 0 -0
211.429 0 0 0 0 -0
212.143 0 0 0 0 -0
212.857 0 0 0 0 -0
213.571 0 0 0 0 -0
214.286 0 0 0 0 -0
215 0 0 0 0 -0
215.714 0 0 0 0 -0
216.429 0 0 0 0 -0
217.143 0 0 0 0 -0
217.857 0 0 0 0 -0
218.571 0 0 0 0 -0
219.286 0 0 0 0 -0
220 0 0 0 0 -0
220.714 0 0 0 0 -0
221.429 0 0 0 0 -0
222.143 0 0 0 0 -0
222.857 0 0 0 0 -0
223.571 0 0 0 0 -0
224.286 0 0 0 0 -0
225 0 0 0 0 -0
225.714 0 0 0 0 -0
226.429 0 0 0 0 -0
227.143 0 0 0 0 -0
227.857 0 0 0 0 -0
228.571 0 0 0 0 -0
229.286 0 0 0 0 -0
230 0 0 0 0 -0
230.714 0 0 0 0 -0
231.429 0 0 0 0 -0
232.143 0 0 0 0 -0
232.857 0 0 0 0 -0
233.571 0 0 0 0 -0
234.286 0 0 0 0 -0
235 0 0 0 0 -0
235.714 0 0 0 0 -0
236.429 0 0 0 0 -0
237.143 0 0 0 0 -0
237.857 0 0 0 0 -0
238.571 0 0 0 0 -0
239.286 0 0 0 0 -0
240 0 0 0 0 -0
240.714 0 0 0 0 -0
241.429 0 0 0 0 -0
242.143 0 0 0 0 -0
242.857 0 0 0 0 -0
243.571 0 0 0 0 -0
244.286 0 0 0 0 -0
245 0 0 0 0 -0
245.714 0 0 0 0 -0
246.429 0 0 0 0 -0
247.143 0 0 0 0 -0
247.857 0 0 0 0 -0
248.571 0 0 0 0 -0
249.286 0 0 0 0 -0
250 0 0 0 0 -0
250.714 0 0 0 0 -0
251.429 0 0 0 0 -0
252.143 0 0 0 0 -0
252.857 0 0 0 0 -0
253.571 0 0 0 0 -0
254.286 0 0 0 0 -0
255 0 0 0 0 -0
255.714 0 0 0 0 -0
256.429 0 0 0 0 -0
257.143 0 0 0 0 -0
257.857 0 0 0 0 -0
258.571 0 0 0 0 -0
259.286 0 0 0 0 -0
260 0 0 0 0 -0
260.714 0 0 0 0 -0
261.429 0 0 0 0 -0
262.143 0 0 0 0 -0
262.857 0 0 0 0 -0
263.571 0 0 0 0 -0
264.286 0 0 0 0 -0
265 0 0 0 0 -0
265.714 0 0 0 0 -0
266.429 0 0 0 0 -0
267.143 0 0 0 0 -0
267.857 0 0 0 0 -0
268.571 0 0 0 0 -0
269.286 0 0 0 0 -0
270 0 0 0 0 -0
270.714 0 0 0 0 -0
271.429 0 0 0 0 -0
272.143 0 0 0 0 -0
272.857 0 0 0 0 -0
273.571 0 0 0 0 -0
274.286 0 0 0 0 -0
275 0 0 0 0 -0
275.714 0 0 0 0 -0
276.429 0 0 0 0 -0
277.143 0 0 0 0 -0
277.857 0 0 0 0 -0
278.571 0 0 0 0 -0
279.286 0 0 0 0 -0
280 0 0 0 0 -0
280.714 0 0 0 0 -0
281.429 0 0 0 0 -0
282.143 0 0 0 0 -0
282.857 0 0 0 0 -0
283.571 0 0 0 0 -0
284.286 0 0 0 0 -0
285 0 0 0 0 -0
285.714 0 0 0 0 -0
286.429 0 0 0 0 -0
287.143 0 0 0 0 -0
287.857 0 0 0 0 -0
288.571 0 0 0 0 -0
289.286 0 0 0 0 -0
290 0 0 0 0 -0
290.714 0 0 0 0 -0
291.429 0 0 0 0 -0
292.143 0 0 0 0 -0
292.857 0 0 0 0 -0
293.571 0 0 0 0 -0
294.286 0 0 0 0 -0
295 0 0 0 0 -0
295.714 0 0 0 0 -0
296.429 0 0 0 0 -0
297.143 0 0 0 0 -0
297.857 0 0 0 0 -0
298.571 0 0 0 0 -0
299.286 0 0 0 0 -0
300 0 0 0 0 -0
300.714 0 0 0 0 -0
301.429 0 0 0 0 -0
302.143 0 0 0 0 -0
302.857 0 0 0 0 -0
303.571 0 0 0 0 -0
304.286 0 0 0 0 -0
305 0 0 0 0 -0
305.714 0 0 0 0 -0
306.429 0 0 0 0 -0
307.143 0 0 0 0 -0
307.857 0 0 0 0 -0
308.571 0 0 0 0 -0
309.286 0 0 0 0 -0
310 0 0 0 0 -0
310.714 0 0 0 0 -0
311.429 0 0 0 0 -0
312.143 0 0 0 0 -0
312.857 0 0 0 0 -0
313.571 0 0 0 0 -0
314.286 0 0 0 0 -0
315 0 0 0 0 -0
315.714 0 0 0 0 -0
316.429 0 0 0 0 -0
317.143 0 0 0 0 -0
317.857 0 0 0 0 -0
318.571 0 0 0 0 -0
319.286 0 0 0 0 -0
320 0 0 0 0 -0
320.714 0 0 0 0 -0
321.429 0 0 0 0 -0
322.143 0 0 0 0 -0
322.857 0 0 0 0 -0
323.571 0 0 0 0 -0
324.286 0 0 0 0 -0
325 0 0 0 0 -0
325.714 0 0 0 0 -0
326.429 0 0 0 0 -0
327.143 0 0 0 0 -0
327.857 0 0 0 0 -0
328.571 0 0 0 0 -0
329.286 0 0 0 0 -0
330 0 0 0 0 -0
330.714 0 0 0 0 -0
331.429 0 0 0 0 -0
332.143 0 0 0 0 -0
332.857 0 0 0 0 -0
333.571 0 0 0 0 -0
334.286 0 0 0 0 -0
335 0 0 0 0 -0
335.714 0 0 0 0 -0
336.429 0 0 0 0 -0
337.143 0 0 0 0 -0
337.857 0 0 0 0 -0
338.571 0 0 0 0 -0
339.286 0 0 0 0 -0
340 0 0 0 0 -0
340.714 0 0 0 0 -0
341.429 0 0 0 0 -0
342.143 0 0 0 0 -0
342.857 0 0 0 0 -0
343.571 0 0 0 0 -0
344.286 0 0 0 0 -0
345 0 0 0 0 -0
345.714 0 0 0 0 -0
346.429 0 0 0 0 -0
347.143 0 0 0 0 -0
347.857 0 0 0 0 -0
348.571 0 0 0 0 -0
349.286 0 0 0 0 -0
350 0 0 0 0 -0
350.714 0 0 0 0 -0
351.429 0 0 0 0 -0
352.143 0 0 0 0 -0
352.857 0 0 0 0 -0
